,Image,Artist,Work,CP Hex1,CP Hex2,CP Hex3,CP Hex4,CP Hex5,CP Hex6,Image_Category,Unique_Color
93,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBAZ/$File/Albrecht-Durer-Christ-Among-the-Doctors-S.JPG,Albrecht Durer, Christ Among the Doctors ,#5e3825,#b1815f,#d5b594,#8b5a3e,#261b12,#474634,Brownish,#bf5645
94,https://en.most-famous-paintings.com/Art.nsf/O/8CEFHR/$File/Frida-Kahlo-Self-Portrait-with-Monkeys-S.jpg,Frida Kahlo, Self-Portrait with Monkeys ,#776a4b,#d5dfde,#262c2f,#cdccc0,#443a2b,#bc845b,Brownish,#8af428
95,https://en.most-famous-paintings.com/Art.nsf/O/6E3TEW/$File/Gustav_Klimt-Bildnis_Fritza_Riedler_1906_-_Osterreichische_Galerie_Vienna-S.jpg,Gustav Klimt," Bildnis Fritza Riedler, 1906 - Österreichische Galerie, Vienna ",#ceab87,#941419,#321712,#a47f60,#8b251a,#301518,Brownish,
96,https://en.most-famous-paintings.com/Art.nsf/O/8YDHTQ/$File/Caravaggio-Michelangelo-Merisi-The-Musicians-S.JPG,Caravaggio (Michelangelo Merisi), The Musicians ,#d3b385,#14130e,#331c1e,#937458,#281c16,#533d2d,Brownish,#933e1e
97,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCWE/$File/Leonardo-Da-Vinci-Lady-with-an-Ermine-S.jpg,Leonardo Da Vinci, Lady with an Ermine ,#010000,#836d4e,#0c1217,#c9b98d,#371b11,#1f0c10,Blackish,#ab4f46
98,https://en.most-famous-paintings.com/Art.nsf/O/8XXP3X/$File/Arshile-Gorky-The-Liver-is-the-Cock_s-Comb--S.JPG,Arshile Gorky, The Liver is the Cock's Comb ,#4c2c14,#b9c1c4,#a78358,#a0400d,#cabea6,#4b5866,Brownish,#4acdad
99,https://en.most-famous-paintings.com/Art.nsf/O/8YDU5B/$File/Vincent-Van-Gogh-Self-Portrait-with-Bandaged-Ear-and-Pipe-S.jpg,Vincent Van Gogh, Self Portrait with Bandaged Ear and Pipe ,#1f322d,#d86240,#81232c,#d8ba8d,#6b4438,#252637,Brownish,
100,https://en.most-famous-paintings.com/Art.nsf/O/8BWN52/$File/August-Macke-Landscape-with-Cows-and-Camel-S.JPG,August Macke, Landscape with Cows and Camel ,#663d31,#99585e,#c96149,#865b42,#e8be75,#ab8f47,Brownish,#e38e71
101,https://en.most-famous-paintings.com/Art.nsf/O/8XXCL5/$File/Giuseppe-Arcimboldo-Floral-Still-LIfe-S.JPG,Giuseppe Arcimboldo, Floral Still LIfe ,#17120e,#0b0b0f,#936e55,#cdba9d,#1f1a1c,#573420,Brownish,#c74332
102,https://en.most-famous-paintings.com/Art.nsf/O/7ZS7EK/$File/Paul-Delvaux-The-Sleeping-Venus--S.JPG,Paul Delvaux, The Sleeping Venus ,#201713,#181112,#82694b,#d0bb7c,#453224,#09090b,Blackish,#cf4439
103,https://en.most-famous-paintings.com/Art.nsf/O/6WHKNE/$File/Egon-Schiele-The-Self-Seers-II-Death-and-Man--S.jpg,Egon Schiele, The Self-Seers II ,#684932,#433427,#3b2e32,#8c603c,#232b29,#a98a5e,Brownish,#cf9f8d
104,https://en.most-famous-paintings.com/Art.nsf/O/5ZKELQ/$File/Rene_Magritte-The_Human_Condition-S.jpg,Rene Magritte, The Human Condition ,#b5ac88,#dee7f5,#859ec4,#be5c0a,#64380b,#af9940,Yellowish,#073ff0
105,https://en.most-famous-paintings.com/Art.nsf/O/8LHT2S/$File/Emile-Nolde-Flower-Garden-Girl-and-Washing--S.JPG,Emile Nolde, Flower Garden ,#d6864c,#966c4b,#86979d,#8b737d,#595738,#b9a37d,Brownish,#211999
106,https://en.most-famous-paintings.com/Art.nsf/O/8XYNFC/$File/Oskar-Kokoschka-Self-portrait-of-a-_Degenerate-Artist_-S.JPG,Oskar Kokoschka, Self-portrait of a 'Degenerate Artist' ,#714b58,#7c5b3c,#be9983,#2b2e5c,#797a98,#3e422a,Brownish,#ea8e6d
107,https://en.most-famous-paintings.com/Art.nsf/O/8Y32X3/$File/Bernardo-Bellotto-The-Ruins-of-the-Old-Kreuzkirche-in-Dresden-2--S.JPG,Bernardo Bellotto, The Ruins of the Old Kreuzkirche in Dresden ,#eeeae2,#6e5a45,#f4f6f7,#392c21,#a08b72,#9c9092,White-ish,
108,https://en.most-famous-paintings.com/Art.nsf/O/8CEFGE/$File/Frida-Kahlo-Frida-y-Diego-Rivera-S.JPG,Frida Kahlo, Frida y Diego Rivera ,#c93c19,#5b330d,#2b3b11,#070205,#845f1d,#140d05,Blackish,#578943
109,https://en.most-famous-paintings.com/Art.nsf/O/8XYK2Y/$File/Max-Beckmann-Great-Scene-of-Agony-S.JPG,Max Beckmann, Great Scene of Agony ,#d0be8d,#805743,#3d292b,#8e8d75,#e6e6c4,#442f2c,Brownish,#af574e
110,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBJP/$File/Amedeo-Modigliani-Reclining-Nude-with-Blue-Cushion-S.JPG,Amedeo Modigliani, Reclining Nude with Blue Cushion ,#f3aa49,#421b15,#3b1d23,#8181ac,#75331a,#c9772e,Brownish,#ae5a74
111,https://en.most-famous-paintings.com/Art.nsf/O/8XYVPM/$File/Salvador-Dali-Crucifixion-S.JPG,Salvador Dali, Crucifixion ,#655b56,#5a5456,#c6bd9d,#a49166,#544738,#636052,Brownish,#7c3543
112,https://en.most-famous-paintings.com/Art.nsf/O/8XYRVU/$File/Pierre-Auguste-Renoir-After-the-Bath-3--S.JPG,Pierre-Auguste Renoir, After the Bath ,#72482d,#a2a6b5,#2f2218,#dbc29c,#b98758,#232129,Brownish,#505ce9
113,https://en.most-famous-paintings.com/Art.nsf/O/8YDS2R/$File/Albert-Bierstadt-Rocky-Mountains-S.JPG,Albert Bierstadt, Rocky Mountains ,#bb977e,#734735,#81777d,#90786d,#4c271f,#3b1a1d,Brownish,#cd4a39
114,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGPH/$File/Vincent-Van-Gogh-Seascape-at-Saintes-Maries-S.JPG,Vincent Van Gogh, Seascape at Saintes-Maries ,#8895a9,#554c2e,#c2c295,#747658,#8b9a8f,#939876,Yellowish,#3858e0
115,https://en.most-famous-paintings.com/Art.nsf/O/8YE5HE/$File/Gustav-Klimt-The-Tree-of-Life-S.jpg,Gustav Klimt, The Tree of Life ,#bea45b,#966714,#d9c179,#f1de9b,#4e4921,#a1843e,Brownish,#6fd81a
116,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCUP/$File/Joan-Miro-Still-Life-with-Old-Shoe-S.JPG,Joan Miro, Still Life with Old Shoe ,#5a895f,#311f26,#ead840,#af692c,#423224,#9ab955,Brownish,#d38f76
117,https://en.most-famous-paintings.com/Art.nsf/O/8XYQ8E/$File/Paul-Delvaux-Night-Train-S.jpg,Paul Delvaux, Night Train ,#45392d,#3b2431,#c6a17b,#666b76,#1f293b,#051434,Brownish,#5e5fb0
119,https://en.most-famous-paintings.com/Art.nsf/O/8YDGF9/$File/Umberto-Boccioni-Modern-Idol-S.JPG,Umberto Boccioni, Modern Idol ,#4e3b28,#2d352a,#ae8a40,#151925,#414f55,#2e1d23,Blackish,#b35a50
120,https://en.most-famous-paintings.com/Art.nsf/O/8YDQGC/$File/Albert-Charles-Lebourg-The-Quays-of-Dieppe-after-the-Rain-S.JPG,Albert-Charles Lebourg (Albert-Marie Lebourg)," The Quays of Dieppe, after the Rain ",#d6e1e1,#3c3427,#978d7d,#ddd7d1,#a8a7ac,#23272a,Redish,
121,https://en.most-famous-paintings.com/Art.nsf/O/7YKFV9/$File/Raphael-Raffaello-Sanzio-Da-Urbino-Portrait-of-Bindo-Altoviti-S.jpg,Raphael (Raffaello Sanzio Da Urbino), Portrait of Bindo Altoviti ,#29221b,#33434e,#c1936f,#2d3720,#704f34,#1b1c14,Brownish,#7c4835
122,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCTX/$File/Joan-Miro-Dutch-Interior-I-S.jpg,Joan Miro, Dutch Interior I ,#8e6728,#efeddf,#28472b,#402c16,#da9d15,#4e4471,Brownish,#ef0434
123,https://en.most-famous-paintings.com/Art.nsf/O/8XYPET/$File/Pablo-Picasso-Two-women-running-on-the-beach-The-race--S.jpg,Pablo Picasso, Two women running on the beach ,#e5ccc0,#126ac4,#32202d,#ab8a7a,#99b2d7,#544037,Brownish,#d32312
124,https://en.most-famous-paintings.com/Art.nsf/O/8EWL7U/$File/Wassily-Kandinsky-View-of-Murnau-with-train-and-castel-S.JPG,Wassily Kandinsky, View of Murnau with train and castel ,#b38718,#1b1e0e,#262936,#567229,#c9d0a5,#030805,Greenish,
125,https://en.most-famous-paintings.com/Art.nsf/O/8XX8KM/$File/Edgar-Degas-The-Dance-Class-3--S.JPG,Edgar Degas, The Dance Class ,#6f4434,#241419,#c1ae8e,#70774d,#442a24,#937858,Brownish,#a45149
126,https://en.most-famous-paintings.com/Art.nsf/O/8BWPDS/$File/Edward-Hopper-Sunday-S.JPG,Edward Hopper, Sunday ,#ebd398,#6e5830,#a09353,#d7b85d,#2a1619,#3c2816,Brownish,
129,https://en.most-famous-paintings.com/Art.nsf/O/8XZBN2/$File/Giovanni-Antonio-Canal-Canaletto-The-Grand-Canal-and-the-Church-of-the-Salute-S.jpg,Giovanni Antonio Canal (Canaletto), The Grand Canal and the Church of the Salute ,#afc1cc,#625944,#cfc9bf,#978b71,#2f2e21,#5c6b57,Brownish,#4a971a
130,https://en.most-famous-paintings.com/Art.nsf/O/8DNUVW/$File/Albert-Charles-Lebourg-Rouen-Snow-Effect-S.JPG,Albert-Charles Lebourg (Albert-Marie Lebourg)," Rouen, Snow Effect ",#767aab,#adaed1,#9494c3,#53588b,#323251,#c9cadc,Blueish,
131,https://en.most-famous-paintings.com/Art.nsf/O/8XXUS3/$File/Ernst-Ludwig-Kirchner-Self-Portrait-with-a-Model-S.JPG,Ernst Ludwig Kirchner, Self-Portrait with a Model ,#884a53,#d56556,#6e4a45,#4f465b,#dbd1cd,#c7b7bd,Redish,
132,https://en.most-famous-paintings.com/Art.nsf/O/5ZKH85/$File/Denis-Maurice-Three-Muses-S.jpg,Denis Maurice, Three Muses ,#101319,#715d3a,#f2eec5,#2d3930,#9f9572,#3c3223,Yellowish,#7ba5b3
133,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCFB/$File/Giorgio-De-Chirico-The-Child_s-Brain-S.JPG,Giorgio De Chirico, The Child's Brain ,#857245,#31220d,#decca2,#64542c,#54848a,#a8976b,Brownish,#1e9471
134,https://en.most-famous-paintings.com/Art.nsf/O/5ZKH69/$File/Pablo_Picasso-Sabartes-S.JPG,Pablo Picasso, Sabartes ,#345158,#c8d3d0,#cbcaa5,#1b212f,#5c6249,#4e6d7c,Blueish,
135,https://en.most-famous-paintings.com/Art.nsf/O/8XX6TL/$File/Edvard-Munch-Christmas-in-the-Brothel-S.JPG,Edvard Munch, Christmas in the Brothel ,#2c232a,#895a4f,#e4ddd2,#deab60,#663c41,#c9d1cf,Brownish,#289f12
136,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBZG/$File/Claude-Monet-The-Walk.-Lady-with-a-Parasol-S.jpg,Claude Monet, The Walk. Lady with a Parasol ,#9aacba,#5e623d,#6e8193,#828569,#bdb8ad,#3c4d3c,Blueish,#a03712
137,https://en.most-famous-paintings.com/Art.nsf/O/8BWLJX/$File/Giuseppe-Arcimboldo-Summer-1-S.JPG,Giuseppe Arcimboldo, Summer 1 ,#2a1f24,#6c4937,#d4b893,#3e2b26,#916445,#ae8259,Brownish,#844759
138,https://en.most-famous-paintings.com/Art.nsf/O/8XY3LL/$File/Jean-Frederic-Bazille-Family-Reunion-S.jpg,Jean Frederic Bazille, Family Reunion ,#374132,#a6a086,#9eb6b7,#6f6a54,#3f4f63,#352f20,Yellowish,#264aac
139,https://en.most-famous-paintings.com/Art.nsf/O/8YDL5D/$File/Vincent-Van-Gogh-A-Pair-of-Shoes-2--S.JPG,Vincent Van Gogh, A Pair of Shoes ,#543225,#75606a,#ce7e50,#8c5339,#918c9a,#8c786f,Brownish,#301d94
140,https://en.most-famous-paintings.com/Art.nsf/O/8XYNJ3/$File/Otto-Dix-Portrait-of-the-Journalist-Sylvia-Von-Harden-S.JPG,Otto Dix, Portrait of the Journalist Sylvia Von Harden ,#a75969,#904a36,#d3bcac,#ce94a8,#35160c,#650f17,Redish,#02d99d
141,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBET/$File/Albrecht-Durer-The-Martyrdom-of-the-Ten-Thousand-S.JPG,Albrecht Durer, The Martyrdom of the Ten Thousand ,#45392f,#ab9174,#382e32,#7b614d,#dfcca7,#474955,Brownish,#33338b
142,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCUL/$File/Joan-Miro-Siesta-S.JPG,Joan Miro, Siesta ,#d5dfc5,#74a8b9,#374b39,#a8d0d9,#253b63,#8cc1d0,Blueish,#edea16
143,https://en.most-famous-paintings.com/Art.nsf/O/8XXRD5/$File/Claude-Monet-The-Thames-below-Westminster-S.jpg,Claude Monet, The Thames below Westminster ,#9d8d6d,#352e24,#777160,#ae9e7c,#585758,#595141,Brownish,
144,https://en.most-famous-paintings.com/Art.nsf/O/8EWCYX/$File/Camille-Pissarro-Autumn-Poplars-S.JPG,Camille Pissarro," Autumn, Poplars ",#897644,#e1d2d6,#e0cec6,#b99c6f,#4a5129,#c1bfca,Brownish,#f7311a
145,https://en.most-famous-paintings.com/Art.nsf/O/8XY4SJ/$File/Giorgio-De-Chirico-The-Prodigal-Son-S.JPG,Giorgio De Chirico, The Prodigal Son ,#5057a4,#85543b,#f1f1c5,#7889d7,#3d3039,#d99649,Redish,#0986fb
146,https://en.most-famous-paintings.com/Art.nsf/O/8XY7KF/$File/Henri-Matisse-Dance-II--S.jpg,Henri Matisse, Dance ,#148283,#ef6c50,#8c5d6b,#105176,#a44832,#3e7bb1,Redish,
147,https://en.most-famous-paintings.com/Art.nsf/O/8XXHWU/$File/Edvard-Munch-Jealousy-2--S.JPG,Edvard Munch, Jealousy ,#35523e,#9c5b64,#1c2514,#632e20,#b57f45,#d6d7dc,Brownish,#6505ec
148,https://en.most-famous-paintings.com/Art.nsf/O/8BX24B/$File/William-Holman-Hunt-The-Hireling-Shepherd-S.jpg,William Holman Hunt, The Hireling Shepherd ,#4d3717,#d8c6a9,#9e753a,#aba1a7,#76582a,#c89b57,Brownish,#eb3019
149,https://en.most-famous-paintings.com/Art.nsf/O/8YDEMJ/$File/Henri-Matisse-Luxe-Calme-et-Volupte-compositional-study--S.JPG,Henri Matisse," Luxe, Calme, et Volupté ",#733d47,#dfc583,#6e5547,#bb8259,#2a2842,#726d84,Brownish,#b63a0c
150,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBUZ/$File/Claude-Monet-Clifftop-Walk-at-Pourville-S.jpg,Claude Monet, Clifftop Walk at Pourville ,#ab9d83,#9db4c6,#62a4cd,#644f5c,#7d7c56,#819995,Blueish,#a3360f
151,https://en.most-famous-paintings.com/Art.nsf/O/8BX27C/$File/William-Merritt-Chase-Idle-Hours-S.jpg,William Merritt Chase, Idle Hours ,#504027,#838997,#ccc7be,#4c698a,#7f6846,#b3b7c0,Brownish,#1548c5
152,https://en.most-famous-paintings.com/Art.nsf/O/8XZAU7/$File/Sandro-Botticelli-Madonna-and-Child-with-an-Angel-3--S.JPG,Sandro Botticelli, Madonna and Child with an Angel ,#49322c,#776577,#97a0a7,#dbd0b5,#38262d,#8f6f5f,Brownish,#52228f
153,https://en.most-famous-paintings.com/Art.nsf/O/8XYJ9B/$File/Mary-Stevenson-Cassatt-The-Boating-Party-S.JPG,Mary Stevenson Cassatt, The Boating Party ,#b5b09b,#30335d,#626e93,#aa9167,#b3989f,#e7dea0,Yellowish,#a7330b
154,https://en.most-famous-paintings.com/Art.nsf/O/8DP6W7/$File/Frederick-Childe-Hassam-Sunset-at-Sea-S.jpg,Frederick Childe Hassam, Sunset at Sea ,#aec180,#86aa71,#7e3942,#914432,#cd943f,#dfd36c,Greenish,
155,https://en.most-famous-paintings.com/Art.nsf/O/6WHKBV/$File/Edvard-Munch-The-Dance-of-Life-1899-1900--S.JPG,Edvard Munch, The Dance of Life ,#73848c,#455530,#b96a41,#d6cea8,#1d1b12,#191518,Blackish,#cf5b47
156,https://en.most-famous-paintings.com/Art.nsf/O/8Y3L4B/$File/Jan-Vermeer-The-Art-of-Painting-S.jpg,Jan Vermeer, The Art of Painting ,#423d25,#a79b83,#18181c,#1a170c,#7c7156,#ddded0,Brownish,#c8410d
157,https://en.most-famous-paintings.com/Art.nsf/O/8XYNM2/$File/Pablo-Picasso-Guitar-player-S.JPG,Pablo Picasso, Guitar player ,#9c7732,#44320c,#d1b278,#72561a,#eee6d0,#ba9550,Brownish,
158,https://en.most-famous-paintings.com/Art.nsf/O/7Z9RV3/$File/Fernand-Leger-Three-Women-S.JPG,Fernand Leger, Three Women ,#2c2313,#cfad5f,#e1dcbf,#a63f13,#7f7951,#210c0f,Yellowish,#7ef305
159,https://en.most-famous-paintings.com/Art.nsf/O/5ZKFZJ/$File/Vincent-Van-Gogh-Irises-1889--S.jpg,Vincent Van Gogh, Irises [1889] ,#7cb293,#498971,#587ead,#6a8833,#a17443,#2f537c,Greenish,#e2af6e
160,https://en.most-famous-paintings.com/Art.nsf/O/8XZ6M7/$File/Wassily-Kandinsky-Composition-IX-S.jpg,Wassily Kandinsky, Composition IX ,#5abbaf,#e2d999,#f0bf1c,#7c1924,#5e2516,#a7b96e,Yellowish,#f48f6f
161,https://en.most-famous-paintings.com/Art.nsf/O/5ZKFZK/$File/Vincent-Van-Gogh-Irises-S.jpg,Vincent Van Gogh, Irises ,#2e4a5a,#dcac4b,#bf8121,#7d7b5f,#e9c881,#5c8591,Redish,#34b898
162,https://en.most-famous-paintings.com/Art.nsf/O/8XXKRV/$File/Paul-Cezanne-The-Large-Bathers-S.JPG,Paul Cezanne, The Large Bathers ,#8493ac,#655942,#2d2f44,#546284,#ad8c3e,#a49b7c,Blueish,#8d4024
163,https://en.most-famous-paintings.com/Art.nsf/O/8Y3UPS/$File/Agnolo-Bronzino-Venus-Cupid-and-Time-Allegory-of-Lust-3--S.JPG,Agnolo Bronzino," Venus, Cupid and Time ",#2e1e1b,#ebdac3,#b89680,#2a2129,#6f697a,#735448,Brownish,#3a357d
164,https://en.most-famous-paintings.com/Art.nsf/O/8YDMG6/$File/Gustave-Caillebotte-Pink-Villas-at-Trouville-S.JPG,Gustave Caillebotte, Pink Villas at Trouville ,#adb8b6,#6b7858,#928795,#b7b9ac,#d1d6dc,#2f3c45,White-ish,#70888d
165,https://en.most-famous-paintings.com/Art.nsf/O/5ZKG8K/$File/Vincent-Van-Gogh-Almond-Tree-in-Blossom-S.JPG,Vincent Van Gogh, Almond Tree in Blossom ,#4d371d,#a69179,#816f75,#3a2c39,#857358,#6d6a25,Brownish,#97c43b
166,https://en.most-famous-paintings.com/Art.nsf/O/8XYQSN/$File/Paul-Signac-The-Pine-Tree-at-St.-Tropez-S.JPG,Paul Signac, The Pine Tree at St. Tropez ,#7f774a,#97b68c,#dee3ad,#536d89,#a1b7c4,#cab148,Yellowish,#d23f2c
167,https://en.most-famous-paintings.com/Art.nsf/O/8BWPUW/$File/Franz-Marc-The-Large-Blue-Horses-S.JPG,Franz Marc, The Large Blue Horses ,#45639a,#2c4d32,#a55e36,#c5cfc6,#89404c,#2b395e,Greenish,#f2b262
168,https://en.most-famous-paintings.com/Art.nsf/O/7YXQKS/$File/Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon-S.JPG,Caspar David Friedrich, Man and Woman Contemplating the Moon ,#1f1d19,#939097,#111414,#a89e95,#201f22,#554f45,Blackish,#7c3557
169,https://en.most-famous-paintings.com/Art.nsf/O/8LHW5E/$File/Georges-Braque-Harbor-in-Normandy-S.JPG,Georges Braque, Harbor in Normandy ,#99663d,#35334c,#63341e,#4c343c,#787793,#bb9f79,Brownish,#c83e2d
170,https://en.most-famous-paintings.com/Art.nsf/O/8XXPFV/$File/August-Macke-Bathing-girls-with-town-in-the-backgraund-S.JPG,August Macke, Bathing girls with town in the backgraund ,#4f5542,#54626b,#f8f9f7,#58463e,#514043,#a78d58,Redish,#2e5e83
171,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCB2/$File/Edouard-Manet-Nana-S.jpg,Edouard Manet, Nana ,#263732,#363118,#756218,#69978e,#bdcdb4,#909b6b,Greenish,#e8c27f
172,https://en.most-famous-paintings.com/Art.nsf/O/8YEBDP/$File/Albrecht-Durer-Christ-as-the-Man-of-Sorrows-S.JPG,Albrecht Durer, Christ as the Man of Sorrows ,#9b684f,#382022,#6b4339,#c18c65,#3b2421,#ebbe90,Brownish,
173,https://en.most-famous-paintings.com/Art.nsf/O/5ZKE3N/$File/Pierre-Auguste-Renoir-La-Grenouillere-S.jpg,Pierre-Auguste Renoir, La Grenouillere ,#332f26,#8b8b75,#95999f,#2a282c,#bbb9a9,#615e4d,White-ish,#9d2318
174,https://en.most-famous-paintings.com/Art.nsf/O/8XXJHE/$File/Edvard_Munch-Kiss-S.JPG,Edvard Munch, Kiss ,#343c40,#46413c,#a7aab5,#e3cdbb,#8c7368,#464047,Brownish,#862c4f
175,https://en.most-famous-paintings.com/Art.nsf/O/8XYNRG/$File/Pablo-Picasso-Mother-and-child-Marie-Therese-and-Maya--S.JPG,Pablo Picasso, Mother and child ,#816929,#744c6a,#11180d,#c1bf99,#261c08,#91a077,Blackish,#237b8e
176,https://en.most-famous-paintings.com/Art.nsf/O/6WHKA4/$File/Edvard-Munch-Madonna-1894--S.JPG,Edvard Munch, Madonna ,#b88342,#2a2125,#271912,#f1c266,#8b582f,#5a3f2e,Brownish,#7c354f
177,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCLR/$File/Gustav-Klimt-Danae-S.JPG,Gustav Klimt, Danae ,#815e14,#c2c088,#392d0d,#c7dcd7,#ac9e4a,#465d35,Yellowish,#07b7e5
178,https://en.most-famous-paintings.com/Art.nsf/O/8EWEJ7/$File/Claude-Monet-The-River-S.JPG,Claude Monet, The River ,#805f4c,#3f2f3c,#d0bead,#82747d,#4b3025,#a98f79,Brownish,#44269f
179,https://en.most-famous-paintings.com/Art.nsf/O/8YDUNM/$File/Joseph-Mallord-William-Turner-Show-Storm-Seam-Boat-off-a-Harbour_s-Mouth-Making-...el-Left-Harwich-S.JPG,William Turner," Show Storm - Seam-Boat off a Harbour's Mouth Making Signals in Shallow Water, and Going by the Lead. The Author was in this Storm on the Night the Ariel Left Harwich ",#9ea089,#605d46,#3e3328,#1d1618,#c6c7b7,#7b7e67,White-ish,#6c971a
180,https://en.most-famous-paintings.com/Art.nsf/O/7YRE9X/$File/Jean-Francois-Millet-The-Angelus-S.JPG,Jean-François Millet, The Angelus ,#6f3b33,#592c32,#d8b26d,#b27b55,#f3df90,#925a44,Brownish,
181,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGCX/$File/Vincent-Van-Gogh-Flowering-Garden-S.jpg,Vincent Van Gogh, Flowering Garden ,#998745,#8ccbac,#393a14,#e0d277,#5f6777,#6f591b,Brownish,
182,https://en.most-famous-paintings.com/Art.nsf/O/8YDEVE/$File/Raphael-Raffaello-Sanzio-Da-Urbino-Madonna-and-Child-The-Tempi-Madonna--S.JPG,Raphael (Raffaello Sanzio Da Urbino), Madonna and Child ,#e2986c,#fbfbe1,#2c2822,#dad5a6,#ffffff,#785d48,Brownish,#d64f3d
183,https://en.most-famous-paintings.com/Art.nsf/O/8YDP4U/$File/Juan-Gris-Portrait-of-Madame-Josette-Gris-S.jpg,Juan Gris, Portrait of Madame Josette Gris ,#49504c,#eeece7,#aeb6b7,#131118,#171410,#abada6,White-ish,#f01d14
184,https://en.most-famous-paintings.com/Art.nsf/O/8Y3QYC/$File/Caspar-David-Friedrich-Chalk-Cliffs-on-Rugen-4--S.JPG,Caspar David Friedrich, Chalk Cliffs on Rügen ,#7d7863,#151113,#c7c2ad,#312920,#919ba0,#3e4b4f,Blackish,#126a9f
185,https://en.most-famous-paintings.com/Art.nsf/O/8BWPVJ/$File/Franz-Marc-Tyrol-S.JPG,Franz Marc, Tyrol ,#a7730e,#311b1f,#42271c,#764921,#a28b61,#634852,Brownish,
186,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBGD/$File/Sandro-Botticelli-Primavera-S.jpg,Sandro Botticelli, Primavera ,#17161f,#866251,#c4aa91,#786a72,#281d22,#30221d,Blackish,#b03655
187,https://en.most-famous-paintings.com/Art.nsf/O/6WHL6Y/$File/Jan-Vermeer-A-Lady-Drinking-and-a-Gentleman-and-The-Glass-of-Wine-S.jpg,Jan Vermeer, A Lady Drinking and a Gentleman and The Glass of Wine ,#4d3126,#1c0d21,#484e58,#bcb49b,#491c25,#805d46,Brownish,#403ac3
188,https://en.most-famous-paintings.com/Art.nsf/O/5ZKF65/$File/Salvador-Dali-The-Endless-Enigma-1938-S.JPG,Salvador Dali," The Endless Enigma, 1938 ",#353425,#5d7960,#445036,#949b58,#636c48,#769685,Greenish,
189,https://en.most-famous-paintings.com/Art.nsf/O/7YXQLQ/$File/Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S.jpg,Caspar David Friedrich, The Abbey in the Oakwood ,#21201e,#c2c8c9,#1a191e,#88857b,#bec0ba,#4f4a41,White-ish,
190,https://en.most-famous-paintings.com/Art.nsf/O/7T7P5L/$File/Rene-Magritte-Personal-values-S.JPG,Rene Magritte, Personal values ,#b6c8d9,#232a18,#f5f5ef,#b79373,#5d8083,#674329,Brownish,#1cfccd
191,https://en.most-famous-paintings.com/Art.nsf/O/8YDR29/$File/Ernst-Ludwig-Kirchner-The-Red-Tower-at-Halle-S.jpg,Ernst Ludwig Kirchner, The Red Tower at Halle ,#6bafd3,#c0936b,#0f3e4b,#bad3e8,#147db1,#4e7687,Blueish,#cd3e2f
192,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCF3/$File/Giorgio_De_Chirico-Hector_and_Andromache-S.jpg,Giorgio De Chirico, Hector and Andromache ,#2f282e,#9b5e21,#e9e2ac,#5c3f28,#a69156,#e19929,Yellowish,#7c3550
193,https://en.most-famous-paintings.com/Art.nsf/O/8XY7HC/$File/Henri-Matisse-Blue-Nude-III-S.JPG,Henri Matisse, Blue Nude III ,#2f1a84,#eed2bd,#e5cedc,#260879,#6c548f,#b099c0,Blueish,#f61d07
194,https://en.most-famous-paintings.com/Art.nsf/O/8EWR9U/$File/Rene-Magritte-The-companions-of-fear-S.jpg,Rene Magritte, The companions of fear ,#4f3f2e,#909795,#ddcebc,#7b6b56,#a6a19c,#74696c,Brownish,
195,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBDZ/$File/Albrecht-Durer-Self-portrait-at-22-S.JPG,Albrecht Durer, Self-portrait at 22 ,#e9b36f,#1d1e1a,#2f241e,#322224,#6d3f2f,#b2714a,Redish,
196,https://en.most-famous-paintings.com/Art.nsf/O/8BWULN/$File/Mary-Stevenson-Cassatt-Little-Girl-in-a-Blue-Armchair-S.jpg,Mary Stevenson Cassatt, Little Girl in a Blue Armchair ,#184c4b,#e1cbae,#4e4027,#2f7c7a,#867b5a,#5ba49c,Greenish,
197,https://en.most-famous-paintings.com/Art.nsf/O/8XXRRW/$File/Claude-Monet-Poplars-at-Giverny-S.jpg,Claude Monet, Poplars at Giverny ,#92838a,#7e898f,#888166,#5e674b,#455e59,#b6a691,Greenish,#a62215
198,https://en.most-famous-paintings.com/Art.nsf/O/8XZ3L5/$File/Umberto-Boccioni-Three-Women-S.JPG,Umberto Boccioni, Three Women ,#352712,#6f7553,#5b512b,#ccb87c,#9e8954,#1a0b0d,Yellowish,
