,Image,Artist,Work,CP Hex1,CP Hex2,CP Hex3,CP Hex4,CP Hex5,CP Hex6,Image_Category,Unique_Color
13,https://en.most-famous-paintings.com/Art.nsf/O/8XYRLQ/$File/Pierre-Auguste-Renoir-Dance-at-Moulin-de-la-Galette-S.jpg,Pierre-Auguste Renoir, Dance at Le moulin de la Galette ,#adbbcc,#416780,#888259,#0b1b30,#2b3518,#dbceb7,Brownish,#e03726
14,https://en.most-famous-paintings.com/Art.nsf/O/9H5RBK/$File/EdouardManet-Olympia_Museed_Orsay_Paris(131x190CM)(1863)-S.JPG,Edouard Manet," Olympia, Musee d'Orsay, Paris ",#40252e,#d2cfc2,#594337,#282131,#aca38b,#1c0a22,Brownish,#59367f
15,https://en.most-famous-paintings.com/Art.nsf/O/5ZKEMD/$File/Rene-Magritte-Time-transfixed-S.JPG,Rene Magritte, Time transfixed ,#695c55,#ebebd4,#2f2c39,#b2a584,#453940,#9f7c5e,Brownish,#7c3546
16,https://en.most-famous-paintings.com/Art.nsf/O/5ZKH5G/$File/Pablo-Picasso-The-Young-Ladies-of-Avignon-S.jpg,Pablo Picasso, The Young Ladies of Avignon ,#75453a,#c68a7e,#a0adaf,#d4c1b7,#c57a7f,#50606b,Brownish,#de321e
17,https://en.most-famous-paintings.com/Art.nsf/O/8XY39P/$File/Francisco_De_Goya-Saturn_Devouring_His_Son-S.jpg,Francisco De Goya, Saturn Devouring His Son ,#a69b75,#1c1f2a,#383227,#665c44,#080a15,#2f2a2f,Blackish,#7c354b
18,https://en.most-famous-paintings.com/Art.nsf/O/7YXQM8/$File/Caspar-David-Friedrich-The-Sea-of-Ice-S.jpg,Caspar David Friedrich, The Sea of Ice ,#483426,#96b2f3,#2b1920,#aa9f8b,#d3daee,#808695,Brownish,#e13f2d
19,https://en.most-famous-paintings.com/Art.nsf/O/8XZMGJ/$File/Michelangelo-Buonarroti-Creation-of-Adam-S.jpg,Michelangelo Buonarroti, Creation of Adam ,#3c2e15,#baa585,#736841,#9ba9ad,#613135,#e3e3d1,Brownish,#e45346
20,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGVY/$File/Vincent-Van-Gogh-Vincent-s-Bedroom-in-Arles-First-version--S.jpg,Vincent Van Gogh, Vincent's Bedroom in Arles ,#4d5c5b,#a38011,#91a1a4,#957e4a,#634c1f,#aeaf90,Brownish,
21,https://en.most-famous-paintings.com/Art.nsf/O/5ZKG2F/$File/Vincent-Van-Gogh-The-Night-Cafe-1888--S.jpg,Vincent Van Gogh, The Night Cafe ,#c5b45d,#8d7732,#213238,#669283,#591e23,#5a301a,Brownish,#e52d1e
22,https://en.most-famous-paintings.com/Art.nsf/O/8XY37T/$File/Francisco-De-Goya-The-Third-of-May-1808-Execution-of-the-Defenders-of-Madrid--S.JPG,Francisco De Goya, The Third of May 1808 ,#484234,#1a1f26,#b8a788,#eae9ea,#76674e,#29231d,Brownish,#a4605b
23,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGA3/$File/Vincent-Van-Gogh-Cafe-Terrace-on-the-Place-du-Forum-Arles-at-Night-S.jpg,Vincent Van Gogh," Cafe Terrace on the Place du Forum, Arles, at Night ",#0a2122,#6a8d88,#9fa578,#184e68,#c4aa35,#525731,Greenish,
24,https://en.most-famous-paintings.com/Art.nsf/O/5ZKE5T/$File/Pierre-Auguste-Renoir-The-Great-Bathers-The-Nymphs--S.JPG,Pierre-Auguste Renoir, The Great Bathers ,#744a2b,#d8a97e,#c0bdcd,#9d7f5e,#c07e43,#edd1b9,Brownish,#e14230
25,https://en.most-famous-paintings.com/Art.nsf/O/8YDT7F/$File/Raphael-Raffaello-Sanzio-Da-Urbino-The-School-of-Athens-detail-1-Stanza-della-Se...ella-Segnatura--S.JPG,Raphael (Raffaello Sanzio Da Urbino), The School of Athens ,#4e2c23,#e4dcd1,#9f9498,#7f4d3d,#a47b68,#c2a897,Brownish,#cb5544
26,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCMV/$File/Henri-Matisse-Harmony-in-Red-S.jpg,Henri Matisse, Harmony in Red ,#832c42,#d2c09b,#385560,#b47b3b,#8fa0a3,#6a3d2d,Brownish,#e22819
27,https://en.most-famous-paintings.com/Art.nsf/O/8XYU6F/$File/Rene-Magritte-The-Menaced-Assassin-S.JPG,Rene Magritte, The Menaced Assassin ,#c4b3a4,#19171b,#a8bbc2,#3d2c22,#c8bbbd,#8f7b61,Brownish,#e13054
28,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCTQ/$File/Joan-Miro-Ciphers-and-Constellations-in-Love-with-a-Woman-S.jpg,Joan Miro," Ciphers and Constellations, in Love with a Woman ",#d2a487,#f6eedc,#3d271b,#dae5e7,#ba2938,#2c4f7a,Brownish,#e55b4e
29,https://en.most-famous-paintings.com/Art.nsf/O/8XXU3N/$File/EdvardMunch-Melancholy-S.JPG,Edvard Munch, Melancholy ,#1e1115,#92673e,#9e9db3,#313641,#3b1f18,#d7d5c2,Brownish,#bc5d53
30,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBVE/$File/Claude_Monet-Gare_Saint_Lazare_Pari-S.jpg,Claude Monet," Gare Saint Lazare, Pari ",#919677,#675c43,#82879a,#2b1f25,#34251b,#b6caa5,Brownish,#7c3a35
31,https://en.most-famous-paintings.com/Art.nsf/O/8DNVVC/$File/Andrea-Mantegna-The-Lamentation-over-the-Dead-Christ-S.JPG,Andrea Mantegna, The Lamentation over the Dead Christ ,#af7d48,#2e2a18,#5a472a,#0b140c,#c69b60,#85623a,Brownish,
32,https://en.most-famous-paintings.com/Art.nsf/O/8LSVXF/$File/Max-Beckmann-The-Night-S.jpg,Max Beckmann, The Night ,#dcc9a8,#32242f,#3b2a1e,#7a604c,#97838c,#ae977b,Brownish,#d93022
33,https://en.most-famous-paintings.com/Art.nsf/O/8YDJ3Z/$File/Caravaggio-Michelangelo-Merisi-Narcissus-S.jpg,Caravaggio (Michelangelo Merisi), Narcissus ,#221b1e,#5a3927,#18191e,#dfcdbb,#a08166,#251c18,Brownish,#e24638
34,https://en.most-famous-paintings.com/Art.nsf/O/8Y2UZL/$File/Diego-Rodriguez-De-Silva-Y-Velazquez-Las-Meninas-detail-3--S.JPG,Diego Velazquez, Las Meninas ,#18120c,#aba386,#080709,#8b754b,#4a3d26,#dad7c6,Brownish,
35,https://en.most-famous-paintings.com/Art.nsf/O/5ZKG3Q/$File/Vincent-Van-Gogh-Portrait-of-Dr.-Gachet-S.jpg,Vincent Van Gogh, Portrait of Dr. Gachet ,#112140,#a7632b,#7fa295,#3a5675,#e3b64c,#283f25,Greenish,#ad2737
36,https://en.most-famous-paintings.com/Art.nsf/O/7Z5Q64/$File/Gustav_Klimt-Portrait_of_Adele_Bloch-Bauer_I-S.JPG,Gustav Klimt, Portrait of Adele Bloch-Bauer I ,#d5c99c,#946821,#d4b34b,#a9975f,#3f4624,#af8830,Brownish,
37,https://en.most-famous-paintings.com/Art.nsf/O/9FJJTZ/$File/Rose-Maynard-Barton-The-Dream-S.jpg,Rose Maynard Barton, The Dream ,#dee1ed,#b02418,#386063,#52261c,#eeebe4,#dcc02e,Brownish,#df2547
38,https://en.most-famous-paintings.com/Art.nsf/O/8YDJ24/$File/Paul-Gauguin-Nafeaffaa-Ipolpo-also-known-as-When-Will-You-Marry--S.JPG,Paul Gauguin, Nafeaffaa Ipolpo ,#713118,#3c3853,#c26d1e,#2c3615,#42252b,#c29f6e,Brownish,#9c4c5a
39,https://en.most-famous-paintings.com/Art.nsf/O/8XXP5J/$File/Arshile-Gorky-Waterfall-2--S.JPG,Arshile Gorky, Waterfall ,#866658,#7e8b92,#b2bec2,#3c4b5c,#b0b487,#9aa7ad,White-ish,
40,https://en.most-famous-paintings.com/Art.nsf/O/8XYQ2G/$File/Paul-Cezanne-The-Card-Players-4--S.JPG,Paul Cezanne, The Card Players ,#b76a51,#1c2028,#d7c1aa,#543e37,#484b57,#615257,Brownish,#22338f
41,https://en.most-famous-paintings.com/Art.nsf/O/8XYP49/$File/Pablo-Picasso-Women-of-Algiers-Version-O--S.jpg,Pablo Picasso, Women of Algiers ,#2c2a16,#3e6b71,#cdbd88,#a0abb4,#171d29,#976b3e,Brownish,#e42b18
42,https://en.most-famous-paintings.com/Art.nsf/O/8EWJX6/$File/Jackson-Pollock-Number-1-1949-S.JPG,Jackson Pollock," Number 1, 1949 ",#88715e,#362217,#d2bea9,#534043,#624c3c,#ac9681,Brownish,#e45747
43,https://en.most-famous-paintings.com/Art.nsf/O/8YDVLN/$File/Vincent-Van-Gogh-The-Sower-S.jpg,Vincent Van Gogh, The Sower ,#383c26,#6b7f93,#c0c26a,#a3af3d,#2a3d3f,#727b59,Brownish,
44,https://en.most-famous-paintings.com/Art.nsf/O/9GG775/$File/PaulCezanne-thecardplayers(1892)-S.JPG,Paul Cezanne, the card players ,#837465,#272215,#303a3e,#714511,#4b4333,#6a696e,Brownish,#95271c
45,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCVC/$File/Joan-Miro-Joan-Mir-Catalan-Landscape-The-Hunter--S.jpg,Joan Miro, Joan Miró- Catalan Landscape ,#e9a77d,#3c4021,#a27c48,#e1d274,#3b323b,#f5d5aa,Brownish,#ee9775
46,https://en.most-famous-paintings.com/Art.nsf/O/8BWLKF/$File/Giuseppe-Arcimboldo-Vortumnus-Vertumno--S.jpg,Giuseppe Arcimboldo, Vertumnus ,#67512a,#c6be90,#2c241a,#703f44,#968855,#3b2509,Brownish,#e73a29
47,https://en.most-famous-paintings.com/Art.nsf/O/5ZKDG3/$File/Pablo-Picasso-Portrait-of-Ambroise-Vollard-S.jpg,Pablo Picasso, Portrait of Ambroise Vollard ,#6a5448,#413437,#9f8d7c,#c8cec3,#34251e,#919598,Brownish,#9c162c
48,https://en.most-famous-paintings.com/Art.nsf/O/8XYPCB/$File/Pablo-Picasso-Guernica-S.jpg,Pablo Picasso, Guernica ,#949494,#3e3e3e,#e6e6e6,#1a1a1a,#c1c1c1,#656565,White-ish,
49,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBDD/$File/Albrecht-Durer-Portrait-of-a-Young-Venetian-Woman-S.JPG,Albrecht Durer, Portrait of a Young Venetian Woman ,#825822,#96a5b2,#281a0e,#bf8d2f,#583512,#919986,Brownish,#4b9b16
50,https://en.most-famous-paintings.com/Art.nsf/O/8LHT7E/$File/Emile_Nolde-The_Mocking_of_Christ-S.JPG,Emile Nolde, The Mocking of Christ ,#854f38,#bd7248,#926e49,#63543b,#533127,#e29450,Brownish,#c94e3d
51,https://en.most-famous-paintings.com/Art.nsf/O/8XZ2C2/$File/Suzanne-Valadon-The-Blue-Room-S.jpg,Suzanne Valadon, The Blue Room ,#978973,#33384c,#553f33,#aebac7,#566892,#d4c6ae,Brownish,#e4321f
52,https://en.most-famous-paintings.com/Art.nsf/O/5ZKG3V/$File/Vincent-Van-Gogh-Self-Portrait-2--S.JPG,Vincent Van Gogh, Self Portrait ,#4f7661,#ca9d4a,#65919f,#3a3218,#384859,#876b34,Brownish,
53,https://en.most-famous-paintings.com/Art.nsf/O/8XY67N/$File/Gustave-Caillebotte-Man-at-the-Window-S.jpg,Gustave Caillebotte, Man at the Window ,#192524,#a0927e,#e1d4bb,#5c4f42,#b9c0cd,#31352b,Brownish,
54,https://en.most-famous-paintings.com/Art.nsf/O/9GZN5H/$File/Leonardo-Da-Vinci-Vitruvian-Man-S.jpg,Leonardo Da Vinci, Vitruvian Man ,#a18256,#ecd0a9,#bda178,#fceac7,#d5b990,#6d4a24,Brownish,
55,https://en.most-famous-paintings.com/Art.nsf/O/8XYPH9/$File/Pablo-Picasso-A-boy-with-pipe-S.JPG,Pablo Picasso, A boy with pipe ,#3d2d36,#a04d2f,#614e58,#443a51,#cc8d5c,#6d3f30,Brownish,#4f357c
56,https://en.most-famous-paintings.com/Art.nsf/O/8EWRAW/$File/Rene-Magritte-The-seductive-S.JPG,Rene Magritte, The seductive ,#717a9b,#343c85,#485092,#9198a8,#b4b9b4,#1e2574,Blueish,
57,https://en.most-famous-paintings.com/Art.nsf/O/8XYVAT/$File/Salvador-Dali-Premonition-of-Civil-War-2--S.JPG,Salvador Dali, Premonition of Civil War ,#f9ec8c,#7f612e,#e0cd68,#2f1318,#b79f53,#442611,Brownish,
58,https://en.most-famous-paintings.com/Art.nsf/O/8XYU6E/$File/Rene-Magritte-The-meaning-of-night-S.JPG,Rene Magritte, The meaning of night ,#828994,#bdc1a9,#464952,#ccd6da,#63635a,#23262c,White-ish,#9b6816
59,https://en.most-famous-paintings.com/Art.nsf/O/8XYNM4/$File/Pablo-Picasso-Portrait-of-Daniel-Henry-Kahnweiler-S.JPG,Pablo Picasso, Portrait of Daniel-Henry Kahnweiler ,#c0a994,#6d563c,#a58c74,#896f56,#533e25,#382512,Brownish,#9a3c18
60,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGEC/$File/Vincent-Van-Gogh-Haystacks-in-Provence-S.jpg,Vincent Van Gogh, Haystacks in Provence ,#b8752f,#596071,#d9cc95,#60441b,#e8a945,#b3c8da,Brownish,#62de1f
61,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCVS/$File/Wassily-Kandinsky-Composition-VII-S.JPG,Wassily Kandinsky, Composition VII ,#a58d63,#2d3f49,#733042,#513a20,#b76218,#e6cd92,Brownish,#2acd97
62,https://en.most-famous-paintings.com/Art.nsf/O/8BWNDQ/$File/Jean_Joseph_Benjamin_Constant-The_Throne_Room_In_Byzantium-S.jpg,Jean-Joseph Constant (Benjamin-Constant), The Throne Room In Byzantium ,#cba572,#7b5936,#2e1318,#ab8253,#3f2613,#cfcdd7,Brownish,#cb3b2c
63,https://en.most-famous-paintings.com/Art.nsf/O/8XXPEQ/$File/August-Macke-Woman-in-a-Green-Jacket-S.jpg,August Macke, Woman in a Green Jacket ,#6982a1,#b3b159,#654223,#312d3c,#2f8044,#e07e35,Brownish,#dc3b58
64,https://en.most-famous-paintings.com/Art.nsf/O/8XZ6M6/$File/Wassily-Kandinsky-Improvisation.-Gorge-S.JPG,Wassily Kandinsky, Improvisation. Gorge ,#676f7d,#d1cdba,#55412c,#a39667,#b1b7be,#272e38,Brownish,#dc4d3e
65,https://en.most-famous-paintings.com/Art.nsf/O/8XZE6F/$File/Albrecht-Durer-Young-Hare-S.JPG,Albrecht Durer, Young Hare ,#f7e8d7,#765b3c,#c5af94,#4e3821,#eeddcb,#9d805c,Brownish,
66,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCA2/$File/Edouard-Manet-A-Bar-at-the-Folies-Bergere-S.jpg,Edouard Manet, A Bar at the Folies-Bergere ,#886e59,#3a2e32,#16191b,#a6abb2,#cbbdab,#1d1511,Blackish,#e03c2c
67,https://en.most-famous-paintings.com/Art.nsf/O/8YDF5J/$File/Georges-Braque-Mandola-S.jpg,Georges Braque, Mandola ,#565d4d,#212e31,#d2d2b7,#677978,#9c9f89,#b1c0bd,White-ish,#75e132
68,https://en.most-famous-paintings.com/Art.nsf/O/8XZ55L/$File/Vincent-Van-Gogh-Portrait-of-Patience-Escalier-2--S.JPG,Vincent Van Gogh, Portrait of Patience Escalier ,#2e2010,#ee983e,#1b2b31,#47696f,#f2d257,#795938,Brownish,#36896d
69,https://en.most-famous-paintings.com/Art.nsf/O/8LT57A/$File/Pieter-Bruegel-The-Younger-The-Battle-between-Lent-and-Carnival-S.jpg,Pieter Bruegel The Younger, The Battle between Lent and Carnival ,#94815e,#44301d,#625138,#251619,#c9ba98,#20150a,Brownish,#bb4638
70,https://en.most-famous-paintings.com/Art.nsf/O/8Y3LTX/$File/Jean-Antoine-Watteau-Gilles-2--S.JPG,Jean Antoine Watteau, Gilles ,#cdb27b,#513c29,#110e11,#261d18,#5c5842,#967648,Brownish,#995b55
71,https://en.most-famous-paintings.com/Art.nsf/O/8LJ3BW/$File/Henri-Rousseau-Sleeping-Gypsy-S.JPG,Henri Julien Félix Rousseau (Le Douanier), Sleeping Gypsy ,#c2c09a,#32415e,#31170e,#507da0,#69482c,#9d8959,Brownish,#ca5b4d
72,https://en.most-famous-paintings.com/Art.nsf/O/8YDPYD/$File/Vincent-Van-Gogh-The-Potato-Eaters-S.jpg,Vincent Van Gogh, The Potato Eaters ,#161b25,#807d6f,#2a342f,#2f282d,#37362b,#676f6e,Blackish,#7c3b35
73,https://en.most-famous-paintings.com/Art.nsf/O/8XY3LT/$File/Jean-Frederic-Bazille-Bathers-Summer-Scene--S.JPG,Jean Frederic Bazille, Bathers ,#4b572c,#b59d71,#80a6cc,#23141a,#322410,#5c8052,Greenish,#d8301d
74,https://en.most-famous-paintings.com/Art.nsf/O/8XYG7R/$File/Lucian-Freud-Reflection-with-Two-Children-Self-Portrait--S.jpg,Lucian Freud, Reflection with Two Children ,#7f8a7b,#aea989,#646a48,#2f3122,#96a09b,#7c8269,White-ish,
75,https://en.most-famous-paintings.com/Art.nsf/O/8XYQUW/$File/Pavel-Filonov-Peasant-Family-S.JPG,Pavel Filonov, Peasant Family ,#622307,#e7c48f,#220609,#b67b43,#2d1a0b,#934617,Brownish,#c64b39
76,https://en.most-famous-paintings.com/Art.nsf/O/8XXEM9/$File/Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S.JPG,Claude Monet," Grainstack in the Morning, Snow Effect ",#8d90ab,#b2a895,#4f333d,#bbbccd,#623e25,#606a96,Brownish,#d74739
77,https://en.most-famous-paintings.com/Art.nsf/O/8XYP3E/$File/Pablo-Picasso-Portrait-of-Maya-with-her-doll-S.JPG,Pablo Picasso, Portrait of Maya with her doll ,#96a6af,#2d0e14,#41331d,#e3dfdc,#dedade,#233356,Blueish,#e03757
78,https://en.most-famous-paintings.com/Art.nsf/O/8XYUQC/$File/Robert-Delaunay-The-City-of-Paris-S.JPG,Robert Delaunay, The City of Paris ,#bfc7d5,#695058,#d1c1b9,#394651,#e4eff7,#7d91a3,Blueish,#c5291c
79,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGPV/$File/Vincent-Van-Gogh-Skull-with-Burning-Cigarette-S.jpg,Vincent Van Gogh, Skull with Burning Cigarette ,#241f0e,#806e4c,#4e4329,#151610,#161618,#b19d74,Brownish,
80,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBGL/$File/Sandro_Botticelli-The_Birth_of_Venus-S.JPG,Sandro Botticelli, The Birth of Venus ,#709783,#c9cda5,#66543e,#9f8e68,#372226,#252821,Brownish,#cb3c2e
81,https://en.most-famous-paintings.com/Art.nsf/O/8Y3CDM/$File/Matthias-Grunewald-The-Mocking-of-Christ-2--S.JPG,Matthias Grünewald, The Mocking of Christ ,#181a12,#a7876f,#6e5242,#d5b89b,#756e71,#2f241a,Brownish,#c7321c
82,https://en.most-famous-paintings.com/Art.nsf/O/8YE3F4/$File/Vincent-Van-Gogh-The-Street-the-Yellow-House-S.JPG,Vincent Van Gogh," The Street, the Yellow House ",#5b7788,#d3c65a,#958435,#20374d,#244877,#3e3c19,Brownish,#8ae234
83,https://en.most-famous-paintings.com/Art.nsf/O/6WHKED/$File/Edvard-Munch-Near-the-bed-of-death-fever-1915--S.JPG,Edvard Munch, Near the bed of death ,#8d7149,#3d4737,#6e8365,#403032,#3d3428,#c5b97f,Brownish,
84,https://en.most-famous-paintings.com/Art.nsf/O/6WHKZN/$File/Gustave-Caillebotte-Paris-street-Rainy-Day-2--S.JPG,Gustave Caillebotte," Paris street, Rainy Day ",#cdceae,#272108,#c5d2c7,#6c632d,#8d9375,#ecf2d4,Brownish,
85,https://en.most-famous-paintings.com/Art.nsf/O/5ZKGY4/$File/Vincent-Van-Gogh-Young-Man-with-Cornflower-S.JPG,Vincent Van Gogh, Young Man with Cornflower ,#764c16,#2a3521,#d39636,#422707,#957139,#a26419,Brownish,
86,https://en.most-famous-paintings.com/Art.nsf/O/8XYGKZ/$File/Marc-Chagall-I-and-the-Village-S.JPG,Marc Chagall, I and the Village ,#ccd2d6,#7a5a50,#293538,#805159,#cac4b9,#6b8086,White-ish,#e0362a
87,https://en.most-famous-paintings.com/Art.nsf/O/8XXUY5/$File/Ernst-Ludwig-Kirchner-Five-Bathing-Women-at-a-Lake-S.JPG,Ernst Ludwig Kirchner, Five Bathing Women at a Lake ,#c69b6d,#5d4e3c,#efcba0,#fbf9eb,#836f53,#d5d1d3,Brownish,#b22b19
88,https://en.most-famous-paintings.com/Art.nsf/O/8XY4GZ/$File/Georgios-Jakobides-First-Steps-S.jpg,Georgios Jakobides, First Steps ,#090e0a,#a79e8b,#433c2f,#d9cbb3,#6e6453,#171710,Brownish,
89,https://en.most-famous-paintings.com/Art.nsf/O/5ZKEKR/$File/Rene-Magritte-False-Mirror-S.JPG,Rene Magritte, False Mirror ,#639ed2,#341411,#2d0f15,#bfe2f3,#a79275,#724436,Brownish,#ce5243
90,https://en.most-famous-paintings.com/Art.nsf/O/8XYV5Q/$File/Salvador-Dali-Cubist-Self-portrait-S.JPG,Salvador Dali, Cubist Self-portrait ,#6e5e43,#453828,#dcc594,#534f55,#8d8162,#b4a17b,Brownish,#9f1e13
91,https://en.most-famous-paintings.com/Art.nsf/O/6WHL6U/$File/Jan-Vermeer-The-Astronomer-S.jpg,Jan Vermeer, The Astronomer ,#614a34,#222028,#e5c48a,#34271f,#25181e,#9b7d54,Brownish,#7c3547
92,https://en.most-famous-paintings.com/Art.nsf/O/8XYHEB/$File/Marcel-Duchamp-Nude-Descending-a-Staircase-No.2-S.jpg,Marcel Duchamp," Nude Descending a Staircase, No.2 ",#8d8779,#474145,#18140f,#121419,#cfcabe,#4b473f,Blackish,#9c2016
93,https://en.most-famous-paintings.com/Art.nsf/O/5ZKBAZ/$File/Albrecht-Durer-Christ-Among-the-Doctors-S.JPG,Albrecht Durer, Christ Among the Doctors ,#251a11,#af805e,#5b3623,#494937,#d7b696,#89573c,Brownish,#da371f
94,https://en.most-famous-paintings.com/Art.nsf/O/8CEFHR/$File/Frida-Kahlo-Self-Portrait-with-Monkeys-S.jpg,Frida Kahlo, Self-Portrait with Monkeys ,#423628,#76694a,#262b2f,#d5dfde,#bb855d,#cfcec2,Brownish,#d5321e
95,https://en.most-famous-paintings.com/Art.nsf/O/6E3TEW/$File/Gustav_Klimt-Bildnis_Fritza_Riedler_1906_-_Osterreichische_Galerie_Vienna-S.jpg,Gustav Klimt," Bildnis Fritza Riedler, 1906 - Österreichische Galerie, Vienna ",#871419,#967054,#e6c5a0,#8a2417,#c09a79,#33170f,Brownish,
96,https://en.most-famous-paintings.com/Art.nsf/O/8YDHTQ/$File/Caravaggio-Michelangelo-Merisi-The-Musicians-S.JPG,Caravaggio (Michelangelo Merisi), The Musicians ,#d5b588,#281b15,#311b1d,#543e2e,#14130e,#967659,Brownish,#be5046
97,https://en.most-famous-paintings.com/Art.nsf/O/5ZKCWE/$File/Leonardo-Da-Vinci-Lady-with-an-Ermine-S.jpg,Leonardo Da Vinci, Lady with an Ermine ,#010101,#ccb98b,#100c11,#2e140c,#5d7679,#7f6241,Blackish,#be5b51
98,https://en.most-famous-paintings.com/Art.nsf/O/8XXP3X/$File/Arshile-Gorky-The-Liver-is-the-Cock_s-Comb--S.JPG,Arshile Gorky, The Liver is the Cock's Comb ,#a1420e,#b8c0c5,#4c2c13,#cfc5ae,#aa895d,#47515e,Brownish,#cc2539
99,https://en.most-famous-paintings.com/Art.nsf/O/8YDU5B/$File/Vincent-Van-Gogh-Self-Portrait-with-Bandaged-Ear-and-Pipe-S.jpg,Vincent Van Gogh, Self Portrait with Bandaged Ear and Pipe ,#d76340,#1b282a,#616773,#dcbd91,#7c2029,#5f3c30,Brownish,#1c1c96
100,https://en.most-famous-paintings.com/Art.nsf/O/8BWN52/$File/August-Macke-Landscape-with-Cows-and-Camel-S.JPG,August Macke, Landscape with Cows and Camel ,#e9bf74,#865941,#97565c,#653d30,#a88d47,#ca634a,Brownish,#bc3a2d
101,https://en.most-famous-paintings.com/Art.nsf/O/8XXCL5/$File/Giuseppe-Arcimboldo-Floral-Still-LIfe-S.JPG,Giuseppe Arcimboldo, Floral Still LIfe ,#99755b,#0c0b0f,#dcc9ac,#17120d,#1e191b,#5a3622,Brownish,#cd321d
